species	chrom	strength
Mjurtina	scaffold_1	2.9368727282610703
Mjurtina	scaffold_30	2.0475921534720967
Mjurtina	scaffold_2	2.7997947380885715
Mjurtina	scaffold_3	2.6496743147978097
Mjurtina	scaffold_4	3.6336786885708867
Mjurtina	scaffold_5	2.5137029340894337
Mjurtina	scaffold_6	3.615019817597481
Mjurtina	scaffold_7	3.137598666861222
Mjurtina	scaffold_8	2.9993501531839444
Mjurtina	scaffold_9	3.5722561715807415
Mjurtina	scaffold_10	2.891140035839436
Mjurtina	scaffold_11	2.9737602818918427
Mjurtina	scaffold_12	3.1550014912219813
Mjurtina	scaffold_13	2.711418947068349
Mjurtina	scaffold_14	2.7347344950264927
Mjurtina	scaffold_15	2.826366420632411
Mjurtina	scaffold_16	2.4621676468971105
Mjurtina	scaffold_17	3.4484559846868663
Mjurtina	scaffold_18	3.5319900840330574
Mjurtina	scaffold_19	3.8090072922655582
Mjurtina	scaffold_20	4.666830670754224
Mjurtina	scaffold_21	2.4775277687468145
Mjurtina	scaffold_22	1.9839361688889126
Mjurtina	scaffold_23	2.1630595815929645
Mjurtina	scaffold_24	2.805362354861758
Mjurtina	scaffold_25	4.189332377040398
Mjurtina	scaffold_26	2.838768124907712
Mjurtina	scaffold_29	
Mjurtina	scaffold_27	1.9404438626621525
Mjurtina	scaffold_28	2.5120930581903913
Mcinxia	scaffold_31	2.4825915763753774
Mcinxia	scaffold_1	3.399789664388603
Mcinxia	scaffold_2	3.7627493628575484
Mcinxia	scaffold_3	3.235106919489535
Mcinxia	scaffold_4	3.7924329807030293
Mcinxia	scaffold_5	3.4506529342497716
Mcinxia	scaffold_6	3.704228839909061
Mcinxia	scaffold_7	3.113219494756043
Mcinxia	scaffold_8	3.7670627127666148
Mcinxia	scaffold_9	3.566992170768131
Mcinxia	scaffold_10	3.909456738034889
Mcinxia	scaffold_11	3.729793648677197
Mcinxia	scaffold_12	3.4552456739869566
Mcinxia	scaffold_13	4.407387201839874
Mcinxia	scaffold_14	3.242937912272033
Mcinxia	scaffold_15	3.105459339334333
Mcinxia	scaffold_16	3.87649312896461
Mcinxia	scaffold_17	3.8308335681206054
Mcinxia	scaffold_18	4.233507674595663
Mcinxia	scaffold_19	3.4702809716356913
Mcinxia	scaffold_20	3.595592678618218
Mcinxia	scaffold_21	3.456215030075159
Mcinxia	scaffold_22	3.965116393692687
Mcinxia	scaffold_23	3.4486405521095156
Mcinxia	scaffold_24	3.026954954858078
Mcinxia	scaffold_25	2.7408493567318186
Mcinxia	scaffold_26	2.760390239871182
Mcinxia	scaffold_27	3.298174863843078
Mcinxia	scaffold_28	3.1442019273301014
Mcinxia	scaffold_29	2.7272647423585883
Mcinxia	scaffold_30	2.6834427280333184
