species	chrom	avg_slope_loglog
Emeolans	scaffold_6	-0.851238582735393
Emeolans	scaffold_7	-0.8073221742114928
Emeolans	scaffold_8	-0.8240453754353111
Emeolans	scaffold_9	-0.8510979290176159
Emnestra	scaffold_1	-0.9868014479548887
Emnestra	scaffold_10	-1.0086232312102317
Emnestra	scaffold_11	-0.6947617319669895
Emnestra	scaffold_12	-0.9183666479092706
Emnestra	scaffold_2	-0.9446840513936968
Emnestra	scaffold_3	-0.9196958193269914
Emnestra	scaffold_4	-0.9830304161272102
Emnestra	scaffold_5	-0.897291010307478
Emnestra	scaffold_6	-0.9279779620327859
Emnestra	scaffold_7	-0.969272857650405
Emnestra	scaffold_8	-0.8285147563725722
Emnestra	scaffold_9	-0.8475453488791868
Emontana	scaffold_1	-0.7303968806615008
Emontana	scaffold_10	-0.5139584875080283
Emontana	scaffold_11	-0.580036161331088
Emontana	scaffold_12	-0.6042519699600527
Emontana	scaffold_13	-0.501607037096627
Emontana	scaffold_14	-0.48443833722478974
Emontana	scaffold_15	-0.5326531503986025
Emontana	scaffold_16	-0.36318866292683083
Emontana	scaffold_17	-0.4861096486952378
Emontana	scaffold_18	-0.5121722559481101
Emontana	scaffold_19	-0.3592682347478895
Emontana	scaffold_2	-0.7039069631452314
Emontana	scaffold_20	-0.49049162517493666
Emontana	scaffold_21	-0.5376537634682292
Emontana	scaffold_22	-0.49487072836017976
Emontana	scaffold_23	-0.40703115835637305
Emontana	scaffold_24	-9.50068776811765
Emontana	scaffold_3	-0.5796668410649456
Emontana	scaffold_4	-8.190409949039326
Emontana	scaffold_5	-0.6723207167921792
Emontana	scaffold_6	-0.571108420380751
Emontana	scaffold_7	-0.6361743471314694
Emontana	scaffold_8	-0.6042249740403653
Emontana	scaffold_9	-0.5473202539430965
Epalarica	scaffold_1	-1.1198782931211628
Epalarica	scaffold_10	-1.2074848297928091
Epalarica	scaffold_11	-1.0748278911666957
Epalarica	scaffold_12	-0.9641630910128262
Epalarica	scaffold_13	-1.0285469463328134
Epalarica	scaffold_14	-1.160103902336385
Epalarica	scaffold_2	-1.171824464476613
Epalarica	scaffold_3	-1.1440364228954907
Epalarica	scaffold_4	-1.140492378495532
Epalarica	scaffold_5	-1.0531816061354158
Epalarica	scaffold_6	-1.0115217766465554
Epalarica	scaffold_7	-0.994621369816575
Epalarica	scaffold_8	-1.0643500753292838
Epalarica	scaffold_9	-1.0904880570252924
Epharte	scaffold_1	-0.8574595664389527
Epharte	scaffold_10	-0.7992977750315974
Epharte	scaffold_11	-0.7916880939260027
Epharte	scaffold_12	-0.6864384495803805
Epharte	scaffold_13	-0.6915033661598126
Epharte	scaffold_14	-0.7611067709597128
Epharte	scaffold_15	-0.7967405405240253
Epharte	scaffold_16	-0.8361763042621649
Epharte	scaffold_17	-0.6186758894400181
Epharte	scaffold_18	-0.75023080177247
Epharte	scaffold_19	-0.8565010759171799
Epharte	scaffold_2	-0.895588068935973
Epharte	scaffold_20	-0.9578559413321546
Epharte	scaffold_3	-0.8787422483255813
Epharte	scaffold_4	-0.8392824257417681
Epharte	scaffold_5	-0.8860980612894906
Epharte	scaffold_6	-0.8082716477846059
Epharte	scaffold_7	-0.8839664913244664
Epharte	scaffold_8	-0.8448386721285817
Epharte	scaffold_9	-0.7574159468148363
Epronoe	scaffold_1	-0.9506264084670418
Epronoe	scaffold_10	-0.8474551987155204
Epronoe	scaffold_11	-0.8169085407205501
Epronoe	scaffold_12	-0.8664895621508195
Epronoe	scaffold_13	-0.7798258135754574
Epronoe	scaffold_14	-0.8568315297326238
Epronoe	scaffold_15	-0.8848340680722216
Epronoe	scaffold_16	-0.7620984988963945
Epronoe	scaffold_17	-0.7422782594380938
Epronoe	scaffold_18	-0.7751711470639342
Epronoe	scaffold_19	-0.6029095967313096
Epronoe	scaffold_2	1.4072834470003286
Epronoe	scaffold_20	-0.7349139353352353
Epronoe	scaffold_21	-1.1211902520670378
Epronoe	scaffold_3	-0.9494034778849301
Epronoe	scaffold_4	-0.8018633383894002
Epronoe	scaffold_5	-0.8647665674351973
Epronoe	scaffold_6	-0.8198514301665456
Epronoe	scaffold_7	-0.9515982356345561
Epronoe	scaffold_8	-0.91649889073454
Epronoe	scaffold_9	-0.9050909734311848
Erondoui	scaffold_1	-0.7462741978358063
Erondoui	scaffold_10	-0.6249725993126486
Erondoui	scaffold_11	-0.5530904546161195
Erondoui	scaffold_12	-0.6033902746901529
Erondoui	scaffold_13	-0.5267878911301904
Erondoui	scaffold_14	-0.5497321516019915
Erondoui	scaffold_15	-0.5736328306831592
Erondoui	scaffold_16	-0.4585903028345426
Erondoui	scaffold_17	-0.39768517253051744
Erondoui	scaffold_18	-0.6834815127739801
Erondoui	scaffold_19	-0.4953491303944502
Erondoui	scaffold_2	-0.7362160403078662
Erondoui	scaffold_20	-0.48275585595980147
Erondoui	scaffold_21	-0.4379194365311558
Erondoui	scaffold_22	-0.42147542892347345
Erondoui	scaffold_23	-0.3996240729671949
Erondoui	scaffold_24	-0.4486232184391275
Erondoui	scaffold_3	-0.5632649380734063
Erondoui	scaffold_4	-0.5163796745448543
Erondoui	scaffold_5	-0.726869332322908
Erondoui	scaffold_6	-0.5923577193831207
Erondoui	scaffold_7	-0.6324348291689308
Erondoui	scaffold_8	-0.590634880308874
Erondoui	scaffold_9	-0.6031816119165598
Estirius	scaffold_1	-0.8299091661636179
Estirius	scaffold_10	-0.6482136539751685
Estirius	scaffold_11	-0.5713308498316806
Estirius	scaffold_12	-0.6770247974586278
Estirius	scaffold_13	-0.5314732325600471
Estirius	scaffold_14	-0.5361095388781912
Estirius	scaffold_15	-0.5244905593399546
Estirius	scaffold_16	-0.5866428719345146
Estirius	scaffold_17	-0.583585587289111
Estirius	scaffold_18	-0.40056379037459305
Estirius	scaffold_19	-0.45589583863434385
Estirius	scaffold_2	-0.7538164869126954
Estirius	scaffold_20	-0.5458778063519643
Estirius	scaffold_21	-0.7206203574366803
Estirius	scaffold_3	-0.8084847564582383
Estirius	scaffold_4	-0.6595840748980881
Estirius	scaffold_5	-0.6597827272276071
Estirius	scaffold_6	-0.6174718271766044
Estirius	scaffold_7	-0.7120016207526024
Estirius	scaffold_8	-0.7054133466598761
Estirius	scaffold_9	-0.5902336074386304
Esudetica	scaffold_1	-0.9264933775497992
Esudetica	scaffold_10	-0.6932031816528641
Esudetica	scaffold_11	-0.7164468436085583
Esudetica	scaffold_12	-0.6540940019519581
Esudetica	scaffold_13	-0.6365317185247328
Esudetica	scaffold_14	-0.7469300288512323
Esudetica	scaffold_15	-0.56681633227033
Esudetica	scaffold_16	-0.6208913131822358
Esudetica	scaffold_17	-0.6030819158796148
Esudetica	scaffold_18	-0.44910240212465674
Esudetica	scaffold_19	-0.5711862989528678
Esudetica	scaffold_2	-0.8166298456625785
Esudetica	scaffold_21	-0.9897319073254472
Esudetica	scaffold_3	-0.8106231165575712
Esudetica	scaffold_4	-0.7714020877223946
Esudetica	scaffold_5	-0.7221221058917162
Esudetica	scaffold_6	-0.7692753191285886
Esudetica	scaffold_7	-0.8180917942145112
Esudetica	scaffold_8	-0.6988634866196621
Esudetica	scaffold_9	-0.7331742052093183
Etriaria	scaffold_1	-0.9105268345596736
Etriaria	scaffold_10	-0.832592208597458
Etriaria	scaffold_11	-0.7672560681875724
Etriaria	scaffold_12	-0.8506040529527596
Etriaria	scaffold_13	-0.6721008664370876
Etriaria	scaffold_14	-0.8316503504119085
Etriaria	scaffold_15	-0.6594990498251037
Etriaria	scaffold_16	-0.7188877919570551
Etriaria	scaffold_2	-0.9816232923587258
Etriaria	scaffold_3	-0.9229666215930543
Etriaria	scaffold_4	-0.6989435778829035
Etriaria	scaffold_5	-0.8784678775868026
Etriaria	scaffold_6	-0.8718006523691371
Etriaria	scaffold_7	-0.7814715384348144
Etriaria	scaffold_8	-0.883838390168148
Etriaria	scaffold_9	-0.9106630533983907
Mjurtina	scaffold_1	-0.4895910310130731
Mjurtina	scaffold_10	-0.31572014739317317
Mjurtina	scaffold_11	-0.3397842131823671
Mjurtina	scaffold_12	-0.368985810126105
Mjurtina	scaffold_13	-0.3867387153687341
Mjurtina	scaffold_14	-0.3077471256988109
Mjurtina	scaffold_15	-0.2799518525808271
Mjurtina	scaffold_16	-0.21412436620534786
Mjurtina	scaffold_17	-0.3467042472058417
Mjurtina	scaffold_18	-0.22994767528641155
Mjurtina	scaffold_19	-0.3123408436204548
Mjurtina	scaffold_2	-0.4146550534263362
Mjurtina	scaffold_20	-0.3179464190307242
Mjurtina	scaffold_21	-0.25419543265692657
Mjurtina	scaffold_22	-0.24266232842888527
Mjurtina	scaffold_23	0.03531408441249312
Mjurtina	scaffold_24	-0.1075829300288512
Mjurtina	scaffold_25	-0.22555986337972542
Mjurtina	scaffold_26	-0.042521058051672264
Mjurtina	scaffold_27	-0.03091600019341821
Mjurtina	scaffold_28	0.09171054987885673
Mjurtina	scaffold_29	-11.328971628176737
Mjurtina	scaffold_3	-0.3899290847536194
Mjurtina	scaffold_30	-0.4925493775550188
Mjurtina	scaffold_4	-0.44837216373313266
Mjurtina	scaffold_5	-0.34551343811904606
Mjurtina	scaffold_6	-0.44043189128666055
Mjurtina	scaffold_7	-0.4295595702118614
Mjurtina	scaffold_8	-0.3565249694568251
Mjurtina	scaffold_9	-0.39207069467924116
Mcinxia	scaffold_1	-0.530249092294992
Mcinxia	scaffold_10	-0.537238088964406
Mcinxia	scaffold_11	-0.4797170580657423
Mcinxia	scaffold_12	-0.450134429708786
Mcinxia	scaffold_13	-0.3405860610228188
Mcinxia	scaffold_14	-0.46279323432384356
Mcinxia	scaffold_15	-0.535248834663171
Mcinxia	scaffold_16	-0.34914758215896147
Mcinxia	scaffold_17	-0.4781060437362621
Mcinxia	scaffold_18	-0.3803992419964945
Mcinxia	scaffold_19	-0.29674740200146793
Mcinxia	scaffold_2	-0.5449227792921197
Mcinxia	scaffold_20	-0.5181664215002528
Mcinxia	scaffold_21	-0.3497456101920501
Mcinxia	scaffold_22	-0.5323681264244505
Mcinxia	scaffold_23	-0.26183765656545044
Mcinxia	scaffold_24	-0.3175538304080785
Mcinxia	scaffold_25	-0.23589383710678
Mcinxia	scaffold_26	-0.2585525433141577
Mcinxia	scaffold_27	-0.19951542627370086
Mcinxia	scaffold_28	-0.3970927876050488
Mcinxia	scaffold_29	-0.2812851260934011
Mcinxia	scaffold_3	-0.6237771445747077
Mcinxia	scaffold_30	-0.3989275356508145
Mcinxia	scaffold_31	-0.5624959113129323
Mcinxia	scaffold_4	-0.5009363314945086
Mcinxia	scaffold_5	-0.4421280097529466
Mcinxia	scaffold_6	-0.5011837722574304
Mcinxia	scaffold_7	-0.48110650994305953
Mcinxia	scaffold_8	-0.4285547489700039
Mcinxia	scaffold_9	-0.49677481893506364
