species	chrom	avg_slope_loglog
Emanto	scaffold_3	-0.7141801547442603
Emanto	scaffold_4	-0.6485406461132034
Emanto	scaffold_5	-0.7484007620326167
Emanto	scaffold_6	-0.6424620626972978
Emanto	scaffold_7	-0.7475991089537776
Emanto	scaffold_8	-0.5909617836636566
Emanto	scaffold_9	-0.6374584648341237
Emedusa	scaffold_1	-0.8944702151193074
Emedusa	scaffold_10	-0.7911817582015105
Emedusa	scaffold_12	-0.908094097513343
Emedusa	scaffold_2	-0.9229008974221924
Emedusa	scaffold_3	-0.8699223177347168
Emedusa	scaffold_4	-0.8662753119833575
Emedusa	scaffold_5	-0.8887201557354244
Emedusa	scaffold_6	-0.8129400924286757
Emedusa	scaffold_7	-0.7524770167076946
Emedusa	scaffold_8	-0.8250097033903095
Emedusa	scaffold_9	-0.8187661355733189
Emelampus	scaffold_1	-0.8610237329219436
Emelampus	scaffold_10	-0.647401536828034
Emelampus	scaffold_11	-0.6571547051862391
Emelampus	scaffold_12	-0.6953738713758154
Emelampus	scaffold_13	-0.5578575153363201
Emelampus	scaffold_14	-0.6660247403348155
Emelampus	scaffold_15	-0.5572258807009682
Emelampus	scaffold_16	-0.5496030077115693
Emelampus	scaffold_17	-0.591325784691158
Emelampus	scaffold_18	-0.5368448671792038
Emelampus	scaffold_19	-0.5002451626113463
Emelampus	scaffold_2	-0.7517549974686929
Emelampus	scaffold_21	-0.9477535766500373
Emelampus	scaffold_3	-0.7464882339452863
Emelampus	scaffold_4	-0.7416546945457724
Emelampus	scaffold_5	-0.6944481663383333
Emelampus	scaffold_6	-0.7189732905779397
Emelampus	scaffold_7	-0.7439293107720505
Emelampus	scaffold_8	-0.5986452815867201
Emelampus	scaffold_9	-0.61569403794246
Emelancholica	scaffold_1	-0.7652283726125051
Emelancholica	scaffold_10	-0.6174295050752094
Emelancholica	scaffold_11	-0.45854959345762303
Emelancholica	scaffold_12	-0.6322001245760612
Emelancholica	scaffold_13	-0.4550797157936045
Emelancholica	scaffold_14	-0.4533575428579033
Emelancholica	scaffold_15	-0.47470382703119135
Emelancholica	scaffold_16	-0.4779322350128492
Emelancholica	scaffold_17	-0.35397946085756204
Emelancholica	scaffold_18	-0.5372142376805538
Emelancholica	scaffold_19	-0.380180182567862
Emelancholica	scaffold_2	-0.6847989155957502
Emelancholica	scaffold_20	-0.47393352596559135
Emelancholica	scaffold_21	-0.4045059944102879
Emelancholica	scaffold_23	-0.7395868201478999
Emelancholica	scaffold_3	-0.6244334085497192
Emelancholica	scaffold_4	-0.643485772490459
Emelancholica	scaffold_5	-0.5986751166199894
Emelancholica	scaffold_6	-0.5603184738013901
Emelancholica	scaffold_7	-0.551310312230385
Emelancholica	scaffold_8	-0.5273795313347911
Emelancholica	scaffold_9	-0.48716421794067766
Emeolans	scaffold_1	-0.9040562273377364
Emeolans	scaffold_10	-1.0209364988630338
Emeolans	scaffold_11	-0.9993889857396759
Emeolans	scaffold_12	-0.8675925121262027
Emeolans	scaffold_13	-0.7385322436312383
Emeolans	scaffold_15	-0.8920127605657219
Emeolans	scaffold_2	-0.9604604223385338
Emeolans	scaffold_3	-0.9547504876036692
Emeolans	scaffold_4	-0.9556394040528491
Emeolans	scaffold_5	-0.8560122745696049
